video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,courses,commentCount,duration,definition,caption,comments
xvvI_QRYxBY,Khan Academy,Calculus BC 2008 2 a | AP Calculus BC | Khan Academy,"2a of 2008 Calculus BC exam (free response). Created by Sal Khan.

Watch the next lesson: https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams/bc-solved-exams-2008/v/calculus-bc-2008-2-b-c?utm_source=YT&utm_medium=Desc&utm_campaign=APCalculusBC

Missed the previous lesson? https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams/bc-solved-exams-2008/v/ap-calculus-bc-exams-2008-1-d?utm_source=YT&utm_medium=Desc&utm_campaign=APCalculusBC

AP Calculus BC on Khan Academy: Learn AP Calculus BC - everything from AP Calculus AB plus a few extra goodies, such as Taylor series, to prepare you for the AP Test

About Khan Academy: Khan Academy is a nonprofit with a mission to provide a free, world-class education for anyone, anywhere. We believe learners of all ages should have unlimited access to free educational content they can master at their own pace. We use intelligent software, deep data analytics and intuitive user interfaces to help students and teachers around the world. Our resources cover preschool through early college education, including math, biology, chemistry, physics, economics, finance, history, grammar and more. We offer free personalized SAT test prep in partnership with the test developer, the College Board. Khan Academy has been translated into dozens of languages, and 100 million people use our platform worldwide every year. For more information, visit www.khanacademy.org, join us on Facebook or follow us on Twitter at @khanacademy. And remember, you can learn anything. 

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to Khan Academy's AP Calculus BC channel: https://www.youtube.com/channel/UC5A2DBjjUVNz8axD-90jdfQ?sub_confirmation=1
Subscribe to Khan Academy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-07-12T21:14:10Z,28031,45,calculus,4,PT8M46S,sd,True,"['How is this in any way a calculus problem?', 'He screwed up finding the slope', 'Wow this question so misleading to me lol. I thought it was soem type of exponential question']"
S4oOSgTj9C8,Khan Academy,Calculus BC 2008 2 b &c | AP Calculus BC | Khan Academy,"Parts 2b and 2c of the 2008 BC exam (free response). Created by Sal Khan.

Watch the next lesson: https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams/bc-solved-exams-2008/v/calculus-bc-2008-2d?utm_source=YT&utm_medium=Desc&utm_campaign=APCalculusBC

Missed the previous lesson? https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams/bc-solved-exams-2008/v/calculus-bc-2008-2-a?utm_source=YT&utm_medium=Desc&utm_campaign=APCalculusBC

AP Calculus BC on Khan Academy: Learn AP Calculus BC - everything from AP Calculus AB plus a few extra goodies, such as Taylor series, to prepare you for the AP Test

About Khan Academy: Khan Academy is a nonprofit with a mission to provide a free, world-class education for anyone, anywhere. We believe learners of all ages should have unlimited access to free educational content they can master at their own pace. We use intelligent software, deep data analytics and intuitive user interfaces to help students and teachers around the world. Our resources cover preschool through early college education, including math, biology, chemistry, physics, economics, finance, history, grammar and more. We offer free personalized SAT test prep in partnership with the test developer, the College Board. Khan Academy has been translated into dozens of languages, and 100 million people use our platform worldwide every year. For more information, visit www.khanacademy.org, join us on Facebook or follow us on Twitter at @khanacademy. And remember, you can learn anything. 

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to Khan Academy's AP Calculus BC channel: https://www.youtube.com/channel/UC5A2DBjjUVNz8axD-90jdfQ?sub_confirmation=1
Subscribe to Khan Academy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-07-12T21:14:52Z,21110,43,calculus,10,PT10M43S,sd,True,"['AB BC who cares', 'it was on both tests', 'patrickJMT owns you.', 'this is AB 2008.', 'hehe average velocity... kinda weird seeing people as a function of time.', 'where can I download the calculator you are using?', 'Really interesting;', ""If i enter the data into the stat->edit function of my TI84 and then find your Expected Value, a stat formula, I think you'll get the same answer.\n\nSomeone plz correct me if im wrong."", 'Sam, i really apperciate for you doing these questions, thank you alot!']"
o_vMb655dFk,Khan Academy,Calculus BC 2008 2d | AP Calculus BC | Khan Academy,"Part 2d of the 2008 Calculus BC exam free-response section. Created by Sal Khan.

This is the last video in our AP Calculus BC subject! Now move on to our first video in AP Statistics: https://www.khanacademy.org/math/ap-statistics/analyzing-categorical-ap/introduction-data/v/meet-jeff-a-creator-of-ap-statistics-on-khan-academy?utm_source=YT&utm_medium=Desc&utm_campaign=APStatistics

Missed the previous lesson? https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams/bc-solved-exams-2008/v/calculus-bc-2008-2-b-c?utm_source=YT&utm_medium=Desc&utm_campaign=APCalculusBC

AP Calculus BC on Khan Academy: Learn AP Calculus BC - everything from AP Calculus AB plus a few extra goodies, such as Taylor series, to prepare you for the AP Test

About Khan Academy: Khan Academy is a nonprofit with a mission to provide a free, world-class education for anyone, anywhere. We believe learners of all ages should have unlimited access to free educational content they can master at their own pace. We use intelligent software, deep data analytics and intuitive user interfaces to help students and teachers around the world. Our resources cover preschool through early college education, including math, biology, chemistry, physics, economics, finance, history, grammar and more. We offer free personalized SAT test prep in partnership with the test developer, the College Board. Khan Academy has been translated into dozens of languages, and 100 million people use our platform worldwide every year. For more information, visit www.khanacademy.org, join us on Facebook or follow us on Twitter at @khanacademy. And remember, you can learn anything. 

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to Khan Academy's AP Calculus BC channel: https://www.youtube.com/channel/UC5A2DBjjUVNz8axD-90jdfQ?sub_confirmation=1
Subscribe to Khan Academy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-07-12T21:11:40Z,22486,42,calculus,6,PT4M28S,sd,True,"['', '', 'i think you may have forgotten to add the initial value of t(0)= 120?', 'Was problem three ever posted?\n\nThank you Sal for everything you do!', 'Yay Khan academy!  I think these sample questions are among my favorites (apart from your great joy at e^(i*pi), of course).  Do you think you can do the rest of the FRQs from this exam?  (#3-5)  I think it would be helpful to see you apply the full range of BC calculus techniques, especially as the rest of the exam is calculator free.', 'Remember that L(t) is just the number of people in line.  You could sell 1000 tickets in 20 minutes with a very short line (maybe even no line!) if the sales happened every second or two and someone came to replenish the line at the same rate.']"
1CMDS4-PKKQ,Khan Academy,Partial derivatives | Multivariable Calculus | Khan Academy,"Introduction to partial derivatives.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/partial_derivatives/v/partial-derivatives-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/double_triple_integrals/triple-integrals/v/triple-integrals-3?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-09T21:15:02Z,640012,1785,calculus,153,PT11M11S,sd,True,"['Better than later versions by Grant though the R hand rule was superfluous.', 'mark', ""I'm watching this in 2020..\nFound it very useful thank you very much ❤❤"", ""0:33\n\n that's an understatement!!!!!!!!!!"", ""You're a great teacher! Thank you. Also, nice voice."", 'This is a great video, everything is so much more clear for me', '""need to give the slope a direction"" always super intuitive sal. Never change', ""4:50 Can't that be called the secant plane?"", '“Let’s get to the meat and potatoes” 😂😂😂', ""The thing harder about partial derivatives vs. ordinary derivatives is writing the d's. The look like backward 6's :)""]"
U7HQ_G_N6vo,Khan Academy,"Gradient 1 | Partial derivatives, gradient, divergence, curl | Multivariable Calculus | Khan Academy","Introduction to the gradient

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/gradient/v/gradient-of-a-scalar-field?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/partial_derivatives/v/partial-derivatives-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-09T23:05:32Z,491425,2108,calculus,181,PT9M45S,sd,True,"['thanks you so much sir 💗', 'mark', 'Heads up it looks like the link to the previous video is broken.', 'Nice', 'Love From Bangladesh 💙', 'Thnq so much', 'Great explanation but the Video Quality is very poor.', 'This guy is a legend.', 'Why are you keep saying it gives ""maximum"" value and not minimum? To me it is just a value at that point, neither max nor min...!?', ""You can't just get rid of the dots over the i and j just because you write an arrow above the letter when its a unit vector. Shame on you.""]"
OB8b8aDGLgE,Khan Academy,Gradient of a scalar field | Multivariable Calculus | Khan Academy,"Intuition of the gradient of a scalar field (temperature in a room) in 3 dimensions.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-1?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/gradient/v/gradient-1?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-10T20:03:00Z,351158,1470,calculus,106,PT10M55S,sd,True,"['thank you, the understanding of what gradient really means is important and that was skipped by my college teacher, she just told the formulas  and you covered that so thank you', 'Show that the vector field A~ = yzˆi + zxˆj + xyˆk can be\r\nwritten both as the gradient of a scalar field and as the\r\ncurl of a vector field. Find the scalar and vector potentials\r\nfor this function', 'Awesome explanation !', 'I just want to know....which app u are using to draw the graphs ?...Any one please explain it', ""Isn't temperature a scaler quantity? 🙄"", 'Learning in 240p never felt this fun.', 'Great explication!', 'anyone know what software he was using?', 'great', 'You talk slow and repeat, and repeat when you are writ8ng, I loose track.']"
JAXyLhvZ-Vg,Khan Academy,Divergence 1 | Multivariable Calculus | Khan Academy,"Introduction to the divergence of a vector field.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/gradient/v/gradient-of-a-scalar-field?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T02:06:14Z,352232,1053,calculus,46,PT10M21S,sd,True,"['mark', 'It is good video with very poor video quality...', ""Thank you so much you saved my life! You explain everything so well it's impossible to not understand!!"", 'Good', 'what the fuk is it?', ""Thanks for the video. Once again, we see this clever, mathematical manipulation of the equation of a vector field called 'taking the divergence' of the field. And, once again, I sit here as mystified as I have always been with this topic! There is one simple question that no-one, repeat NO-ONE ever answers. The question is this. What does the 'divergence' of a vector field tell you about the field that you didn't know before???? The same question applies to the 'curl' of a field. What is the physical interpretation of 'divergence'? Now, I thought that I had worked out an answer many years ago. I thought that the divergence tells you where the sources and sinks of the field, if they exist, can be located. Since we are taking a dot product, the result will be a scalar quantity that is either positive, negative or zero at any (x,y,z) location within the field. If the result is positive, I thought that this signified that, at that location, there is a source of the field; if negative, then at that location, there is a sink for the field. Now, if this is true, I have NEVER seen this EXPLICITLY stated be ANYONE on Youtube. So is it right? Many thanks"", 'why the the first component of the gradient must be the partial derivative with respect to x and not z for example ?', 'If a is constant vector and r is equal to xI+yJ+zK then \ngrad(a,r) is equal to - (0,a,r or 2a???? )', 'your good Sal......just get it more legibal', '240p we meet again']"
tOX3RkH2guE,Khan Academy,Divergence 2 | Multivariable Calculus | Khan Academy,"The intuition of what the divergence of a vector field is.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-3?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-1?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T02:18:44Z,173011,713,calculus,70,PT10M52S,sd,True,"['This video was uploaded a month before I even started school and now I’m using, something I found mildly interesting', 'back when videos could only be 10min long, nice job Sal', ""1)Div(E)=roh/£° ,,mean +q charge is a sorce of electric field an -q  is  sink\n2) Div(B)=0 ,, mean there is no such thing like sorce and sink in 🧲 field or magnetic monopoles doesn't exist.\nCongratulations 🎉 you just learned two Maxwell's equations."", 'G.O.A.T.', 'So, the world population is a negative  divergence? More births than deaths everyday.', ""the page you were trying to load doesn't exist. ;) wanna see the full course."", 'What does the 1/2 show', 'Explaining this with particles REALLY helped', 'traffic jam!', 'From your example, you calculated the divergence at any point in the vector field as = 1/2.\nBut what is this scalar number describing? If the divergence at a point is 1/2, well, 1/2 of WHAT? What is the significance of that positive number? Although these are scalar numbers, in any given vector field, would there be any units attached to the divergence values? In your example, you used velocity of particles. At x=1, the velocity could be 1/2 m/s. At x=2, it would be 1 m/s. At x=3, it would be 1.5 m/s. So the velocity is increasing by 1/2 m/s, which is the value of the divergence. Is this right?']"
U6Re4xT0o4w,Khan Academy,Divergence 3 | Multivariable Calculus | Khan Academy,"Analyzing a vector field using its divergence.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/curl/v/curl-1?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T02:11:13Z,138294,590,calculus,45,PT10M49S,sd,True,"['mark', 'after all these years, what i still cant figure out is.. Why were you running out of time????', ""it's a pity that the graph is so poor drawed"", 'y = 3-x line is not on the graph.', 'What is the case when divergence is equal to 1??', 'abusive notation tho XD\nThank you Mr Khan.', 'i didnt understood ,how doing a dot product of a vector with del operator gives us the divergence,that is partial differentiating x componenet and then y componenet and then adding them gves us measure of divergence,dot product tells us how much two vectors are moving together in terms of the projection of one on another,how t gives the divergence here.', 'If divergence of a vector field is zero then it is called solenoidal,right? But why is it called solenoidal?', 'Thank you for the videos!', 'am i the only one to point out his mistake of -3--3 = -6. not that it would make any difference.. because we take it as constant.']"
Mt4dpGFVsYc,Khan Academy,"Curl 1 | Partial derivatives, gradient, divergence, curl | Multivariable Calculus | Khan Academy","Introduction to the curl of a vector field

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/curl/v/curl-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/divergence/v/divergence-3?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T21:28:42Z,334426,1717,calculus,65,PT9M33S,sd,True,"['Thank you sir.', 'mark', '""Rate of change in given direction"" - this absolute gem, saves a sem!!!!! 😂', ""Thank you for your hard work to make learning easy for us , I went to your channal but i couldn't find this playlist, i really need to watch this videos  can you help me please and sorry for the trouble"", 'nice explanation ！finally understand the curl.', 'I think he is same guy from 3Blue1Brown. Any how thank you so much.', 'I saw many people pleasure about how beatiful of calculus is but for me It never get in any single of my nerve T_T any recomandation ?', ""'lemme draw my twig...'"", 'Intuitive academy', ""Khan Academy has been my life line against all the professors in this bloody country who are afflicted but acute 'tenure-itis'....\n\nThank you for your generous and free knowledge !""]"
hTSyVgBa1T0,Khan Academy,"Curl 2 | Partial derivatives, gradient, divergence, curl | Multivariable Calculus | Khan Academy","The mechanics of calculating curl.

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/curl/v/curl-3?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/curl/v/curl-1?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T21:31:34Z,171242,662,calculus,36,PT10M18S,sd,True,"[""Which is sad if you don't want to know how the universe works. hahahaha"", 'mark', 'The Rule of Sarrus helps in computing the determinant of a 3x3 matrix. Look it up, it’s handy.', 'if u still alive i wanna say thank uuuu so much  <3', 'Türkçe altyazılar gerçekten sıkıntılı. Sadece bu videoda değil çoğunda sıkıntı var.', 'Can someone explain the 3 dimensional intuition of curl relating to rotation like Sal did in the first video', ""You could have kept this much, much simpler, yet it's a credit to your teaching skill that I was able to follow"", 'is curl (del operator) x v(vector) or\n(del operation on v vector)x v(vector)???', '@ 4:50 I think the J-hat gets a minus before it instead of a plus. You normally subtract the J-hat in a determinate calculation like this... pattern is + - +   (+) i hat (-) j hat (+) k hat   and also you use Z hat but normally it is in the form I hat, J hat, K hat.', 'III LLLLOOOOVVEEEE YYOOUURR VVVIIDDDEEOOSSS']"
fYzoiWIBjP8,Khan Academy,"Curl 3 | Partial derivatives, gradient, divergence, curl | Multivariable Calculus | Khan Academy","More on curl

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/line_integrals_topic/line_integrals/v/introduction-to-the-line-integral?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Missed the previous lesson? 
https://www.khanacademy.org/math/multivariable-calculus/partial_derivatives_topic/curl/v/curl-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-12T21:32:19Z,131119,651,calculus,73,PT10M23S,sd,True,"['mark', 'Sal even after 12 years your videos are still relevant and interesting', 'Thank you', 'I might be wrong but should in the curl, the j component be d/dz(-y) -d/dx(0) Instead of d/dx(0)-d/dz(-y) ????', 'Sal khan deserves my tuition money', 'Excellent job', 'Great Explanation SAL!!', 'The photography used in the video reminds me of the the sky in Alaska', 'This one is Awesome', 'How do we know the magnitude and direction of vectors in that graph ??']"
85zGYB-34jQ,Khan Academy,Double integral 1 | Double and triple integrals | Multivariable Calculus | Khan Academy,"Introduction to the double integral

Watch the next lesson: https://www.khanacademy.org/math/multivariable-calculus/double_triple_integrals/double_integrals/v/double-integrals-2?utm_source=YT&utm_medium=Desc&utm_campaign=MultivariableCalculus

Multivariable Calculus on Khan Academy: Think calculus. Then think algebra II and working with two variables in a single equation. Now generalize and combine these two mathematical concepts, and you begin to see some of what Multivariable calculus entails, only now include multi dimensional thinking. Typical concepts or operations may include: limits and continuity, partial differentiation, multiple integration, scalar functions, and fundamental theorem of calculus in multiple dimensions.

About Khan Academy: Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.

For free. For everyone. Forever. #YouCanLearnAnything

Subscribe to KhanAcademyÃ¢â‚¬â„¢s Multivariable Calculus channel:
https://www.youtube.com/channel/UCQQZDc22yCogOyx6DwXt-Ig?sub_confirmation=1
Subscribe to KhanAcademy: https://www.youtube.com/subscription_center?add_user=khanacademy",,2008-08-14T01:07:00Z,872271,4038,calculus,233,PT10M29S,sd,True,"['Sir you are human embodiment of God', 'very good explanation', 'Long live Khan academy!!', 'What a great explaination, I wanted something exactly like this. But here, they teach use just the methods to calculate these and give no intuitive idea. Thanks to Khan academy!', ""You're amazing! This emoji is for you "", ""7:00 This is GREAT! I've not seen this actually illustrated before.  I 'get it' properly now. 😃"", '3:40 Windows 95 lol', 'Grant does better animations of surfaces ;-)', 'It was really  really  a great video\nThank you sir\nIt cleared my concept', 'amazing']"
